Gene	PM1	PM2	LN1	LN2
OR11H1	0	0	0	0
OR11H12	0	0	0	0
OR11H2	0	0	0	0
OR11H4	1	0	1	0
OR11H6	0	0	0	0
OR11L1	0	0	0	0
OR12D2	0	0	0	0
OR12D3	0	0	0	0
OR13A1	0	0	0	1
OR13C2	0	0	0	0
OR13C3	0	0	0	0
OR13C4	0	0	0	0
OR13C5	0	0	0	1
OR13C8	0	0	0	0
OR13C9	0	0	0	0
OR13D1	0	0	0	0
OR13F1	0	0	0	0
OR13G1	0	0	0	0
OR13H1	0	0	0	0
OR13J1	0	0	0	2
OR14A16	0	0	0	0
OR14C36	0	0	0	0
OR14I1	0	0	0	1
OR14J1	0	0	0	0
OR1A1	0	0	0	0
OR1A2	0	0	0	0
OR1B1	0	0	0	0
OR1C1	0	0	0	0
OR1D2	0	0	0	0
OR1D4	0	0	0	0
OR1D5	0	0	0	0
OR1E1	0	0	0	0
OR1E2	0	0	0	0
OR1F1	9	8	1	0
OR1F2P	3	0	0	0
OR1G1	0	0	0	0
OR1I1	0	0	0	0
OR1J1	0	0	2	0
OR1J2	0	0	0	0
OR1J4	0	1	1	0
OR1K1	0	0	0	0
OR1L1	0	0	0	0
OR1L3	0	0	0	0
OR1L4	0	0	0	0
OR1L6	0	0	0	0
OR1L8	0	0	0	0
OR1M1	1	0	0	0
OR1N1	0	0	0	0
OR1N2	0	0	0	0
OR1Q1	0	0	0	0
OR1S1	0	0	0	0
OR1S2	0	0	0	0
OR2A1	0	0	0	0
OR2A12	0	0	0	0
OR2A14	0	0	0	0
OR2A2	0	0	0	0
OR2A20P	0	0	0	1
OR2A25	0	0	0	0
OR2A4	0	0	0	0
OR2A42	0	0	0	0
OR2A5	0	0	0	0
OR2A7	2	1	4	5
OR2A9P	0	0	0	0
OR2AE1	0	0	0	0
OR2AG1	0	0	0	1
OR2AG2	0	0	0	2
OR2AK2	0	0	0	0
OR2AT4	0	0	1	0
OR2B11	0	0	0	0
OR2B2	0	0	0	0
OR2B3	0	0	0	0
OR2B6	1	3	3	1
OR2C1	1	0	0	0
OR2C3	0	0	0	0
OR2D2	0	0	0	1
OR2D3	0	0	1	0
OR2F1	0	0	2	0
OR2F2	0	0	0	0
OR2G2	0	0	0	0
OR2G3	0	0	0	0
OR2G6	0	0	0	0
OR2H1	0	2	0	0
OR2H2	3	1	0	0
OR2J2	0	0	0	0
OR2J3	1	0	0	0
OR2K2	0	0	0	0
OR2L13	0	0	0	3
OR2L1P	0	0	1	2
OR2L2	0	0	0	0
OR2L3	0	0	0	0
OR2L8	0	0	0	0
OR2M1P	0	0	0	0
OR2M2	0	0	0	0
OR2M3	0	0	0	0
OR2M4	0	0	0	0
OR2M5	0	0	0	0
OR2M7	0	0	0	0
OR2S2	0	0	0	0
OR2T1	0	0	0	0
OR2T10	0	0	0	0
OR2T11	0	0	0	0
OR2T12	0	0	0	0
OR2T2	0	0	0	0
OR2T27	0	0	0	0
OR2T29	0	0	0	0
OR2T3	0	0	0	0
OR2T33	0	0	0	1
OR2T34	0	0	0	0
OR2T35	0	0	0	0
OR2T4	0	0	0	0
OR2T5	0	0	0	0
OR2T6	0	0	0	0
OR2T8	0	0	0	0
OR2V2	0	0	0	0
OR2W1	0	0	0	0
OR2W3	0	0	0	0
OR2W5	0	0	0	0
OR2Y1	0	0	0	0
OR2Z1	0	0	0	0
OR3A1	0	0	0	0
OR3A2	0	0	0	0
OR3A3	0	0	0	0
OR3A4	0	0	0	0
OR4A15	0	0	0	0
OR4A16	0	0	0	0
OR4A47	0	0	0	0
OR4A5	0	0	0	0
OR4B1	0	0	0	0
OR4C11	0	0	0	0
OR4C12	0	0	0	0
OR4C13	0	0	0	0
OR4C15	0	0	0	0
OR4C16	0	0	0	0
OR4C3	0	0	0	0
OR4C45	0	0	0	0
OR4C46	0	0	0	0
OR4C6	0	0	0	0
OR4D1	0	0	0	0
OR4D10	0	0	0	0
OR4D11	0	0	0	0
OR4D2	0	0	0	0
OR4D5	0	0	0	0
OR4D6	0	0	0	0
OR4D9	0	0	0	0
OR4E2	1	0	0	0
OR4F15	0	0	0	0
OR4F16	0	0	0	0
OR4F17	0	0	0	0
OR4F21	0	0	0	0
OR4F29	0	0	0	0
OR4F3	0	0	0	0
OR4F4	0	0	0	0
OR4F5	0	0	0	0
OR4F6	0	0	0	0
OR4K1	0	0	0	0
OR4K13	0	0	0	0
OR4K14	0	0	0	0
OR4K15	0	0	0	0
OR4K17	0	0	0	0
OR4K2	0	0	0	0
OR4K5	0	0	0	0
OR4L1	0	0	0	0
OR4M1	0	0	0	0
OR4M2	0	0	0	0
OR4N2	0	0	0	0
OR4N3P	1	0	0	0
OR4N4	0	0	0	0
OR4N5	0	0	0	0
OR4P4	0	0	0	0
OR4Q3	0	0	0	0
OR4S1	0	0	0	0
OR4S2	0	0	0	0
OR4X1	0	0	0	0
OR4X2	0	0	0	0
OR51A2	0	0	0	0
OR51A4	0	0	0	0
OR51A7	0	0	0	0
OR51B2	0	0	0	0
OR51B4	0	0	0	0
OR51B5	0	0	3	6
OR51B6	0	0	0	0
OR51D1	0	0	0	0
OR51E1	0	0	7	20
OR51E2	0	0	1	2
OR51F1	0	0	0	0
OR51F2	0	0	0	0
OR51G1	0	0	0	0
OR51G2	0	0	0	0
OR51I1	0	0	0	0
OR51I2	0	0	0	0
OR51L1	0	0	0	0
OR51M1	0	0	0	0
OR51Q1	0	0	0	0
OR51S1	0	0	0	0
OR51T1	0	0	0	0
OR51V1	0	0	0	0
OR52A1	0	0	0	0
OR52A5	0	0	0	0
OR52B2	1	0	0	0
OR52B4	0	0	0	0
OR52B6	0	0	0	0
OR52D1	0	0	0	0
OR52E2	0	0	0	0
OR52E4	0	0	0	0
OR52E6	0	0	0	0
OR52E8	0	0	0	0
OR52H1	0	0	0	0
OR52I1	0	0	0	0
OR52I2	0	0	0	0
OR52J3	0	0	0	0
OR52K1	0	0	0	0
OR52K2	0	0	0	0
OR52L1	0	0	0	0
OR52M1	0	0	0	0
OR52N1	0	0	0	0
OR52N2	0	0	0	0
OR52N4	0	0	0	0
OR52N5	0	0	0	0
OR52R1	0	0	0	0
OR52W1	1	0	0	0
OR56A1	0	0	0	0
OR56A3	0	0	0	0
OR56A4	0	0	0	0
OR56A5	0	0	0	0
OR56B1	0	0	0	0
OR56B4	0	0	0	0
OR5A1	0	0	0	0
OR5A2	0	0	0	0
OR5AC2	0	0	0	0
OR5AK2	0	0	0	0
OR5AK4P	0	0	0	0
OR5AN1	0	0	0	0
OR5AP2	0	0	0	0
OR5AR1	0	0	0	0
OR5AS1	0	0	0	0
OR5AU1	0	0	1	0
OR5B12	0	0	0	0
OR5B17	0	0	0	0
OR5B2	0	0	2	3
OR5B21	0	0	0	0
OR5B3	0	0	0	0
OR5C1	0	0	0	0
OR5D13	0	0	0	0
OR5D14	0	0	0	0
OR5D16	0	0	0	0
OR5D18	0	0	0	0
OR5E1P	0	0	0	0
OR5F1	0	0	0	0
OR5H1	0	0	0	0
OR5H14	0	0	0	0
OR5H15	0	0	0	0
OR5H2	0	0	0	0
OR5H6	0	0	0	0
OR5I1	0	0	0	0
OR5J2	0	0	0	0
OR5K1	0	0	0	0
OR5K2	0	0	0	0
OR5K3	0	0	0	0
OR5K4	0	0	0	0
OR5L1	0	0	0	0
OR5L2	0	0	0	0
OR5M1	0	0	0	0
OR5M10	0	0	0	0
OR5M11	0	0	1	0
OR5M3	0	0	1	0
OR5M8	0	0	1	0
OR5M9	0	0	0	0
OR5P2	0	0	0	0
OR5P3	0	0	0	0
OR5R1	0	0	0	0
OR5T1	0	0	0	0
OR5T2	0	0	0	0
OR5T3	0	0	0	0
OR5V1	0	0	0	0
OR5W2	0	0	0	0
OR6A2	0	0	0	0
OR6B1	0	0	0	0
OR6B2	0	0	0	0
OR6B3	0	0	0	0
OR6C1	0	0	0	0
OR6C2	0	0	0	0
OR6C3	0	0	0	0
OR6C4	0	0	0	0
OR6C6	0	0	0	0
OR6C65	0	0	0	0
OR6C68	0	0	0	0
OR6C70	0	0	0	0
OR6C74	0	0	0	0
OR6C75	0	0	0	0
OR6C76	0	0	0	0
OR6F1	0	0	0	0
OR6K2	0	0	0	0
OR6K3	0	0	0	0
OR6K6	0	0	0	0
OR6M1	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
OR6P1	0	0	0	0
OR6Q1	0	0	0	0
OR6S1	0	0	0	0
OR6T1	0	0	0	0
OR6V1	0	0	0	0
OR6W1P	0	0	0	0
OR6X1	0	0	0	0
OR6Y1	0	0	0	0
OR7A10	0	0	0	0
OR7A17	0	0	0	0
OR7A5	0	1	0	0
OR7C1	0	0	0	0
OR7C2	0	0	0	0
OR7D2	2	1	0	0
OR7D4	0	0	0	0
OR7E12P	0	0	0	0
OR7E156P	0	0	0	0
OR7E24	0	0	0	0
OR7E37P	0	0	0	0
OR7E5P	0	0	6	4
OR7E91P	4	3	4	12
OR7G1	0	0	0	0
OR7G2	0	0	0	0
OR7G3	0	0	0	0
OR8A1	12	4	2	5
OR8B12	0	1	0	0
OR8B2	0	0	0	0
OR8B3	0	0	0	0
OR8B4	0	0	0	0
OR8B8	0	0	0	0
OR8D1	1	0	0	1
OR8D2	0	0	1	0
OR8D4	0	0	0	0
OR8G1	1	0	2	1
OR8G2	0	0	0	0
OR8G5	3	6	4	4
OR8H1	0	0	0	0
OR8H2	0	0	0	0
OR8H3	0	0	0	0
OR8I2	0	0	0	0
OR8J1	0	0	0	0
OR8J3	0	0	0	0
OR8K1	0	0	0	0
OR8K3	0	0	0	0
OR8K5	0	0	0	0
OR8S1	0	0	0	0
OR8U1	0	0	0	0
OR8U8	0	0	0	0
OR9A2	0	0	1	0
OR9A4	0	0	0	0
OR9G1	0	0	0	0
OR9G4	0	0	1	0
OR9G9	0	0	0	0
OR9I1	0	0	0	0
OR9K2	0	0	0	0
OR9Q1	0	0	0	0
OR9Q2	0	0	0	0
ORAI1	494	450	610	621
ORAI2	957	1062	567	592
ORAI3	441	1284	98	105
ORAOV1	646	568	278	297
ORC1	814	473	801	786
ORC2	1783	1340	973	890
ORC3	705	408	423	484
ORC4	1227	928	1001	1099
ORC5	1855	1283	1140	1201
ORC6	636	541	713	884
ORM1	0	0	0	1
ORM2	0	0	2	2
ORMDL1	870	826	686	744
ORMDL2	502	707	1116	1230
ORMDL3	905	1183	1076	1265
OS9	5323	5737	4127	4690
OSBP	2125	1680	4179	3889
OSBP2	210	228	244	236
OSBPL10	1229	1255	38	30
OSBPL11	990	625	739	802
OSBPL1A	1228	973	566	534
OSBPL2	1626	1586	938	935
OSBPL3	2	0	324	347
OSBPL5	266	335	1216	1084
OSBPL6	544	458	47	45
OSBPL7	426	551	5	5
OSBPL8	2022	1262	4582	3785
OSBPL9	2788	2242	589	575
OSCAR	12	16	6	7
OSCP1	122	171	305	380
OSGEP	356	322	491	558
OSGEPL1	331	263	393	417
OSGIN1	161	257	89	99
OSGIN2	3094	2086	751	766
OSM	0	0	0	1
OSMR	349	232	24	17
OSR1	1	0	0	0
OSR2	168	163	281	292
OST4	2114	2375	1739	1886
OSTBETA	0	2	6	3
OSTC	2149	1686	1289	1485
OSTCL	115	81	60	67
OSTF1	756	733	1181	1271
OSTM1	427	347	1105	1086
OSTN	0	0	0	1
OSTalpha	7	12	149	146
OTC	0	0	0	5
OTOA	0	0	0	1
OTOF	3	2	1	1
OTOGL	52	75	26	14
OTOL1	0	0	0	0
OTOP1	0	0	0	0
OTOP2	0	1	4	10
OTOP3	0	1	0	1
OTOR	0	0	0	0
OTOS	0	2	0	0
OTP	0	1	0	0
OTUB1	2985	2895	1668	1927
OTUB2	194	142	278	241
OTUD1	206	226	157	176
OTUD3	448	354	304	261
OTUD4	1614	883	784	713
OTUD5	1078	902	1002	1013
OTUD6A	0	0	0	0
OTUD6B	1582	1332	1175	1105
OTUD7A	20	14	11	5
OTUD7B	1212	1175	975	892
OTX1	126	123	87	70
OTX2	0	0	0	0
OTX2OS1	0	1	0	0
OVCA2	2	5	11	4
OVCH1	0	0	1	0
OVCH2	0	0	1	0
OVGP1	34	41	277	333
OVOL1	667	763	210	193
OVOL2	52	35	206	248
OXA1L	3785	3337	3748	3888
OXCT1	658	703	2860	2889
OXCT2	8	0	2	2
OXER1	5	2	1	0
OXGR1	1	0	0	0
OXNAD1	825	501	248	242
OXR1	2224	1754	1199	1209
OXSM	640	588	801	975
OXSR1	2742	1756	1915	1735
OXT	0	0	0	0
OXTR	27	38	51	45
P2RX1	0	1	3	1
P2RX2	76	84	3	4
P2RX3	0	0	4	3
P2RX4	1835	1680	450	522
P2RX5	104	90	3	0
P2RX5-TAX1BP3	21	28	57	58
P2RX6	0	0	0	1
P2RX6P	0	0	0	0
P2RX7	15	9	10	10
P2RY1	0	4	2	0
P2RY10	0	0	0	0
P2RY11	53	39	49	36
P2RY12	0	0	0	0
P2RY13	0	0	0	0
P2RY14	2	1	0	0
P2RY2	727	232	26	27
P2RY4	2	0	0	0
P2RY6	766	727	0	3
P2RY8	0	0	0	0
P4HA1	2727	4895	3953	3602
P4HA2	1137	1550	786	774
P4HA3	4	3	16	10
P4HB	14521	14714	19760	20244
P4HTM	686	879	1130	1132
PA2G4	5709	3695	4752	5139
PA2G4P4	1242	707	898	1021
PAAF1	1045	863	863	938
PABPC1	33258	32191	25690	24023
PABPC1L	556	732	463	400
PABPC1L2A	0	0	0	0
PABPC1L2B	0	0	0	0
PABPC1P2	0	1	0	0
PABPC3	5802	5399	4198	4128
PABPC4	3986	3036	4578	4743
PABPC4L	221	230	1	0
PABPC5	0	0	156	162
PABPN1	61	57	101	79
PABPN1L	3	5	0	0
PACRG	2	10	7	12
PACRGL	374	285	374	384
PACS1	2799	2615	762	706
PACS2	2200	1975	1341	1298
PACSIN1	606	574	398	405
PACSIN2	1837	2252	2631	2560
PACSIN3	1539	1297	1068	1211
PADI1	2	0	16	7
PADI2	182	191	183	153
PADI3	44	53	4	2
PADI4	2	1	1	0
PADI6	2	1	2	1
PAEP	0	0	0	4
PAF1	2562	2465	2169	2237
PAFAH1B1	3793	3200	3041	2872
PAFAH1B2	2898	2419	3640	3858
PAFAH1B3	1139	1372	751	884
PAFAH2	512	463	347	292
PAG1	53	81	743	688
PAGE1	0	1	570	619
PAGE2	0	0	0	0
PAGE2B	0	0	0	0
PAGE3	0	0	0	0
PAGE4	0	0	11	8
PAGE5	0	0	1	0
PAH	4	5	0	1
PAICS	10097	7798	10765	10929
PAIP1	911	614	871	993
PAIP2	2572	2437	2329	2544
PAIP2B	435	387	446	439
PAK1	48	19	21	43
PAK1IP1	1062	536	811	971
PAK2	7683	5837	2540	2441
PAK3	2	0	2	0
PAK4	2308	2595	4660	4463
PAK6	51	45	11	13
PAK7	1	0	22	21
PALB2	1278	766	467	443
PALLD	488	285	1087	993
PALM	358	597	4	6
PALM2	19	20	46	30
PALM2-AKAP2	0	0	0	0
PALM3	484	549	7	4
PALMD	27	54	48	38
PAM	1331	934	109	149
PAM16	16	24	51	18
PAMR1	0	2	0	0
PAN2	2978	2644	2852	2551
PAN3	2483	2001	834	793
PAN3-AS1	20	26	60	61
PANK1	683	582	537	560
PANK2	413	369	722	789
PANK3	2657	1557	2178	1883
PANK4	376	356	830	855
PANX1	485	299	637	589
PANX2	54	85	64	81
PANX3	14	6	2	3
PAOX	26	40	105	95
PAPD4	1357	967	780	805
PAPD5	864	631	936	872
PAPD7	2144	1882	1056	1027
PAPL	20	22	0	0
PAPLN	124	206	22	21
PAPOLA	8986	6566	6716	6313
PAPOLB	72	46	68	58
PAPOLG	440	362	454	387
PAPPA	1	0	3	2
PAPPA2	1	2	5	4
PAPSS1	2773	2802	3360	3719
PAPSS2	127	82	9	6
PAQR3	779	537	607	635
PAQR4	1574	2226	380	380
PAQR5	362	606	126	131
PAQR6	185	309	198	180
PAQR7	527	730	22	22
PAQR8	120	123	41	30
PAQR9	0	0	13	7
PAR-SN	0	3	132	105
PAR1	0	0	0	0
PAR4	0	0	0	0
PAR5	4	3	128	55
PARD3	2038	1692	125	123
PARD3B	197	143	320	274
PARD6A	204	286	206	242
PARD6B	2580	2250	237	208
PARD6G	142	127	166	186
PARG	718	611	564	578
PARK2	12	20	30	24
PARK7	3961	3718	6464	7920
PARL	1601	1104	1031	1200
PARM1	25	19	54	35
PARN	1793	1179	1171	1166
PARP1	5337	3974	10867	11227
PARP10	818	697	606	617
PARP11	388	349	322	318
PARP12	565	271	530	514
PARP14	1787	712	4	2
PARP15	0	0	0	0
PARP16	451	436	340	313
PARP2	930	759	1454	1538
PARP3	458	498	696	699
PARP4	3765	2886	2643	2162
PARP6	2031	1475	0	3
PARP8	393	426	85	61
PARP9	2137	1072	909	855
PARS2	254	234	339	321
PART1	12	16	164	163
PARVA	361	370	3	2
PARVB	447	318	1080	1239
PARVG	0	0	5	6
PASD1	0	0	0	1
PASK	651	584	1127	1240
PATE1	0	0	0	0
PATE2	1	1	1	0
PATE3	1	0	0	0
PATE4	1	0	0	0
PATL1	1835	1234	1383	1090
PATL2	3	1	8	5
PATZ1	2814	3241	1888	1949
PAWR	1249	1102	1013	855
PAX1	0	0	12	16
PAX2	0	1	0	2
PAX3	0	1	0	0
PAX4	0	0	0	0
PAX5	55	15	0	1
PAX6	22	23	12	14
PAX7	0	0	0	0
PAX8	86	107	15	9
PAX9	338	236	137	141
PAXIP1	2856	1819	927	863
PBK	1597	1525	2691	2939
PBLD	190	276	123	107
PBMUCL1	0	0	5	9
PBOV1	0	0	0	0
PBRM1	1875	1421	4877	3830
PBX1	4389	4996	543	540
PBX2	1551	1664	533	536
PBX3	479	510	724	754
PBX4	9	14	35	33
PBXIP1	553	764	354	346
PC	385	382	1270	1341
PCA3	0	0	6	5
PCBD1	1761	2132	3097	3468
PCBD2	390	343	439	491
PCBP1	7330	7215	7853	8694
PCBP2	9446	8852	8978	9498
PCBP3	23	43	15	11
PCBP4	312	483	470	521
PCCA	449	430	407	386
PCCB	4785	3747	4861	5240
PCDH1	261	228	403	449
PCDH10	56	333	0	1
PCDH11X	1	1	7	3
PCDH11Y	0	0	0	0
PCDH12	6	6	3	4
PCDH15	0	2	49	46
PCDH17	0	0	1	5
PCDH18	6	5	19	19
PCDH19	159	266	8	3
PCDH20	3	3	53	45
PCDH7	20	37	2887	2648
PCDH8	7	6	1	0
PCDH9	107	102	2	4
PCDHA1	29	19	9	9
PCDHA10	55	13	13	13
PCDHA11	239	204	3	1
PCDHA12	87	78	1	2
PCDHA13	56	49	0	1
PCDHA2	23	14	1	2
PCDHA3	26	13	5	1
PCDHA4	8	6	4	4
PCDHA5	45	39	0	2
PCDHA6	331	189	5	6
PCDHA7	59	60	2	8
PCDHA8	6	7	1	1
PCDHA9	6	4	0	0
PCDHAC1	14	15	0	2
PCDHAC2	15	26	23	19
PCDHB1	0	4	0	0
PCDHB10	17	26	53	28
PCDHB11	6	6	72	49
PCDHB12	7	6	20	17
PCDHB13	109	44	67	69
PCDHB14	109	92	48	50
PCDHB15	4	8	54	49
PCDHB16	302	226	39	38
PCDHB17	4	0	0	1
PCDHB18	3	7	47	36
PCDHB19P	4	7	4	3
PCDHB2	247	220	302	282
PCDHB3	192	208	16	15
PCDHB4	56	35	8	3
PCDHB5	9	5	518	564
PCDHB6	75	35	7	7
PCDHB7	5	3	14	14
PCDHB8	211	136	25	36
PCDHB9	43	38	15	21
PCDHGA1	15	13	75	54
PCDHGA10	75	63	90	71
PCDHGA11	3	8	18	9
PCDHGA12	4	4	32	26
PCDHGA2	3	2	34	20
PCDHGA3	3	1	8	6
PCDHGA4	20	15	29	23
PCDHGA5	14	7	21	10
PCDHGA6	15	18	25	14
PCDHGA7	2	4	44	39
PCDHGA8	3	0	22	18
PCDHGA9	2	1	9	8
PCDHGB1	76	33	107	90
PCDHGB2	21	21	21	20
PCDHGB3	13	8	12	10
PCDHGB4	1	2	62	44
PCDHGB5	1	0	161	119
PCDHGB6	2	2	7	6
PCDHGB7	4	7	9	6
PCDHGB8P	0	0	1	0
PCDHGC3	556	385	104	68
PCDHGC4	2	0	0	0
PCDHGC5	1	3	0	2
PCDP1	9	9	0	3
PCF11	2460	2116	1616	1370
PCGEM1	0	0	0	1
PCGF1	331	332	225	302
PCGF2	580	593	632	661
PCGF3	1590	1586	2549	2363
PCGF5	1385	884	941	921
PCGF6	269	209	219	229
PCID2	1184	995	726	699
PCIF1	1703	1477	933	913
PCK1	1	0	1	4
PCK2	1260	1165	7459	7887
PCLO	601	323	111	63
PCM1	3095	2289	3092	2683
PCMT1	2929	2898	1912	2269
PCMTD1	525	487	918	814
PCMTD2	1651	1692	1814	1754
PCNA	4197	3167	4944	5990
PCNA-AS1	0	0	0	0
PCNAP1	0	0	0	0
PCNP	3091	2922	2795	2862
PCNT	3099	2042	1075	928
PCNX	2662	1561	1014	774
PCNXL2	155	114	485	433
PCNXL3	3881	2865	2141	1968
PCOLCE	277	481	61	67
PCOLCE2	40	17	32	49
PCOTH	9	25	73	61
PCP2	10	31	21	24
PCP4	40	16	1	1
PCP4L1	0	0	3	3
PCSK1	0	1	0	0
PCSK1N	16	28	7	9
PCSK2	0	0	1	0
PCSK4	67	147	130	83
PCSK5	5	2	3	4
PCSK6	688	434	945	907
PCSK7	479	516	851	837
PCSK9	42	15	1	0
PCTP	250	280	219	234
PCYOX1	2434	2119	2360	2066
PCYOX1L	611	610	853	862
PCYT1A	1288	860	535	565
PCYT1B	2	3	4	1
PCYT2	1005	936	1278	1365
PDAP1	3259	2023	1330	1298
PDC	0	1	0	1
PDCD1	0	1	0	0
PDCD10	2978	2518	1392	1415
PDCD11	3109	1336	2677	2453
PDCD1LG2	0	0	0	0
PDCD2	1849	1719	1758	1900
PDCD2L	391	273	531	576
PDCD4	6188	3426	2995	2962
PDCD5	928	738	1203	1390
PDCD6	3797	3475	1605	1842
PDCD6IP	4024	3162	3645	3269
PDCD7	979	837	483	513
PDCL	1142	988	1033	1006
PDCL2	0	0	0	0
PDCL3	722	621	407	513
PDDC1	579	572	1184	1259
PDE10A	8	5	1038	720
PDE11A	11	25	5	5
PDE12	1006	794	1680	1690
PDE1A	7	13	61	57
PDE1B	8	5	2	1
PDE1C	0	0	1	0
PDE2A	6	1	62	49
PDE3A	0	0	0	1
PDE3B	267	83	1012	1013
PDE4A	245	155	175	166
PDE4B	38	38	22	34
PDE4C	18	46	18	18
PDE4D	34	32	1036	899
PDE4DIP	3605	3020	1356	1318
PDE5A	70	80	9	8
PDE6A	57	40	2	1
PDE6B	2	1	14	16
PDE6C	5	4	4	3
PDE6D	359	437	289	338
PDE6G	3	6	17	27
PDE6H	0	0	0	0
PDE7A	969	927	995	983
PDE7B	8	10	4	3
PDE8A	1548	1366	599	504
PDE8B	26	32	38	52
PDE9A	127	154	450	420
PDF	19	9	26	15
PDGFA	281	341	163	188
PDGFB	769	976	342	348
PDGFC	170	115	31	38
PDGFD	0	0	16	18
PDGFRA	2	3	1	0
PDGFRB	10	8	37	52
PDGFRL	179	203	90	134
PDHA1	3694	2959	2513	2871
PDHA2	80	78	52	67
PDHB	1757	1484	3587	4074
PDHX	1338	1228	3054	3453
PDIA2	97	167	23	21
PDIA3	3489	2647	7366	7642
PDIA3P	2861	2250	5994	5762
PDIA4	12854	7236	11518	11802
PDIA5	670	518	1375	1507
PDIA6	6197	4122	7534	7737
PDIK1L	593	544	429	447
PDILT	0	0	0	0
PDK1	871	1289	2718	2285
PDK2	698	805	832	936
PDK3	2418	2866	1067	1010
PDK4	8	0	3	0
PDLIM1	1026	964	607	698
PDLIM2	193	242	404	461
PDLIM3	111	19	16	19
PDLIM4	0	0	0	0
PDLIM5	1847	1944	1393	1146
PDLIM7	545	647	418	393
PDP1	361	416	372	387
PDP2	689	414	1120	1084
PDPK1	1706	1310	1183	980
PDPN	0	2	2	1
PDPR	1825	1002	515	323
PDRG1	1273	1424	932	1203
PDS5A	8314	5890	4734	4287
PDS5B	3351	3165	3450	2987
PDSS1	530	325	421	473
PDSS2	773	612	1200	1240
PDX1	2	0	199	176
PDXDC1	5047	4347	2916	3061
PDXDC2P	549	578	153	124
PDXK	4222	3187	2715	2826
PDXP	552	537	946	1113
PDYN	0	2	1	0
PDZD11	417	473	820	903
PDZD2	223	140	82	53
PDZD3	0	3	1	1
PDZD4	120	190	559	486
PDZD7	28	45	54	58
PDZD8	665	418	1214	1031
PDZD9	1	1	1	0
PDZK1	156	13	5	0
PDZK1IP1	0	4	41	37
PDZK1P1	0	0	0	0
PDZRN3	136	82	673	594
PDZRN4	0	1	0	0
PEA15	1878	1798	2709	3007
PEAK1	871	443	32	25
PEAR1	1	4	6	6
PEBP1	5895	4320	6396	6767
PEBP4	0	2	120	136
PECAM1	1	0	1	2
PECR	376	357	396	460
PEF1	1262	1048	1495	1715
PEG10	2171	1635	61	68
PEG3	1	3	735	630
PEG3-AS1	0	0	0	0
PELI1	72	57	299	332
PELI2	5	7	476	419
PELI3	357	431	479	462
PELO	724	583	1221	1277
PELP1	2866	2153	2731	2945
PEMT	579	477	592	613
PENK	0	0	0	0
PEPD	578	635	711	771
PER1	424	431	433	382
PER2	269	272	556	421
PER3	405	290	1303	1147
PER4	0	0	0	0
PERP	3409	3861	3617	4000
PES1	4299	2747	2420	2867
PET112	993	761	705	842
PET117	77	59	121	134
PEX1	1645	1501	866	784
PEX10	473	396	1489	1507
PEX11A	481	634	64	79
PEX11B	1349	1084	283	327
PEX11G	25	55	174	154
PEX12	204	153	577	638
PEX13	1154	1123	1048	1140
PEX14	267	297	513	544
PEX16	557	576	630	702
PEX19	1965	1712	2886	3075
PEX2	1321	1431	1543	1642
PEX26	1682	1362	699	789
PEX3	508	455	775	783
PEX5	1690	1205	2317	2524
PEX5L	3	4	1	1
PEX6	101	152	504	593
PEX7	338	339	391	427
PF4	0	0	0	0
PF4V1	0	0	0	0
PFAS	2065	1127	2292	2177
PFDN1	1063	927	1313	1496
PFDN2	1232	929	1572	1633
PFDN4	6787	5636	609	650
PFDN5	4200	4643	3113	3259
PFDN6	965	847	872	1098
PFKFB1	5	3	25	18
PFKFB2	709	334	881	868
PFKFB3	2319	1476	632	660
PFKFB4	497	1319	970	950
PFKL	6600	8521	3604	3615
PFKM	3318	2331	6043	6199
PFKP	5428	5678	1228	1039
PFN1	10831	11275	8807	10668
PFN2	5600	4424	1320	1287
PFN3	0	0	0	0
PFN4	6	11	23	12
PGA3	0	0	0	0
PGA4	0	0	0	0
PGA5	0	0	0	0
PGAM1	748	767	903	1014
PGAM2	20	37	98	109
PGAM4	4	6	5	1
PGAM5	3045	2064	2419	3065
PGAP1	803	615	316	250
PGAP2	1141	1145	866	983
PGAP3	283	470	359	421
PGBD1	152	137	105	101
PGBD2	210	230	364	337
PGBD3	111	124	142	148
PGBD4	86	34	145	116
PGBD5	69	36	44	28
PGC	1	2	86	100
PGCP	66	88	4	6
PGCP1	0	0	0	0
PGD	3856	3273	4994	4939
PGF	3	5	18	19
PGGT1B	744	654	711	729
PGK1	13326	19223	25626	23691
PGK2	6	10	1	2
PGLS	530	621	589	621
PGLYRP1	3	1	6	1
PGLYRP2	9	5	33	42
PGLYRP3	0	0	0	0
PGLYRP4	1	0	0	0
PGM1	418	547	1406	1363
PGM2	1918	1531	2552	2713
PGM2L1	110	131	348	279
PGM3	895	868	1135	1154
PGM5	283	174	1	6
PGM5P2	0	0	1	1
PGP	1216	1065	1099	1260
PGPEP1	267	321	560	588
PGPEP1L	0	0	1	0
PGR	1213	1446	34	36
PGRMC1	1693	1796	2675	2855
PGRMC2	1722	1575	2250	2340
PGS1	575	701	250	281
PHACTR1	2	2	5	2
PHACTR2	1084	649	784	622
PHACTR3	0	0	1	4
PHACTR4	1329	863	1113	1037
PHAX	1366	1273	1874	1878
